Date,Product_Name,Category,Region,Units_Sold,Revenue,Cost,Profit,Customer_Segment,Discount
2024-02-21,Dumbbells,Sports,North,1,124.49,74.7,49.8,Enterprise,0.0
2024-02-21,Headphones,Electronics,North,1,718.99,431.4,287.6,Enterprise,0.0
2024-02-21,Coffee Table,Home & Garden,North,2,894.85,596.57,298.28,Business,0.1
2024-02-21,Smartwatch,Electronics,South,2,2352.48,1411.49,940.99,Business,0.0
2024-02-21,Sofa,Home & Garden,East,3,325.78,195.47,130.31,Enterprise,0.0
2024-02-21,Shoes,Clothing,West,3,527.47,316.48,210.99,Business,0.0
2024-02-21,Headphones,Electronics,East,9,4765.85,2859.51,1906.34,Enterprise,0.0
2024-02-21,Self-Help,Books,North,3,147.04,88.22,58.82,Enterprise,0.0
2024-02-21,Tennis Racket,Sports,East,1,250.0,150.0,100.0,Consumer,0.0
2024-02-21,Basketball,Sports,West,3,471.71,283.03,188.69,Enterprise,0.0
2024-02-21,Tennis Racket,Sports,East,5,1141.81,761.21,380.6,Consumer,0.1
2024-02-21,Plant Pot,Home & Garden,South,3,1140.73,855.54,285.18,Business,0.2
2024-02-21,Smartphone,Electronics,East,1,487.76,292.66,195.1,Enterprise,0.0
2024-02-21,Non-Fiction,Books,North,5,183.64,110.19,73.46,Business,0.0
2024-02-21,Self-Help,Books,Central,1,27.73,23.77,3.96,Enterprise,0.3
2024-02-21,Sofa,Home & Garden,South,1,347.05,231.37,115.68,Consumer,0.1
2024-02-22,Shoes,Clothing,West,3,331.64,284.26,47.38,Business,0.3
2024-02-22,Jeans,Clothing,East,6,666.13,399.68,266.45,Consumer,0.0
2024-02-22,Jeans,Clothing,Central,2,38.46,25.64,12.82,Consumer,0.1
2024-02-22,Biography,Books,East,6,106.97,64.18,42.79,Enterprise,0.0
2024-02-22,Dumbbells,Sports,South,1,182.71,109.63,73.08,Business,0.0
2024-02-22,Coffee Table,Home & Garden,East,6,1231.94,923.95,307.98,Consumer,0.2
2024-02-22,Jacket,Clothing,South,2,69.77,41.86,27.91,Enterprise,0.0
2024-02-22,Coffee Table,Home & Garden,South,2,138.5,83.1,55.4,Consumer,0.0
2024-02-22,Dress,Clothing,North,5,431.61,258.96,172.64,Enterprise,0.0
2024-02-22,Smartwatch,Electronics,East,4,1730.31,1038.18,692.12,Consumer,0.0
2024-02-22,T-Shirt,Clothing,West,5,103.85,89.01,14.84,Enterprise,0.3
2024-02-22,Yoga Mat,Sports,North,2,299.17,179.5,119.67,Enterprise,0.0
2024-02-22,Fiction,Books,East,2,31.57,21.05,10.52,Enterprise,0.1
2024-02-22,Tennis Racket,Sports,East,2,316.44,189.87,126.58,Consumer,0.0
2024-02-22,Running Shoes,Sports,South,3,629.56,377.73,251.82,Consumer,0.0
2024-02-22,Non-Fiction,Books,East,4,72.64,43.59,29.06,Business,0.0
2024-02-22,Cushion,Home & Garden,North,3,1446.01,867.61,578.41,Business,0.0
2024-02-22,Biography,Books,North,3,106.38,63.83,42.55,Business,0.0
2024-02-22,Dress,Clothing,East,1,165.25,99.15,66.1,Consumer,0.0
2024-02-22,Cookbook,Books,West,1,11.81,10.12,1.69,Business,0.3
2024-02-22,Lamp,Home & Garden,North,3,1074.3,805.72,268.57,Consumer,0.2
2024-02-22,Jeans,Clothing,East,2,176.02,117.35,58.67,Enterprise,0.1
2024-02-22,Dress,Clothing,North,2,77.39,51.59,25.8,Enterprise,0.1
2024-02-22,Dress,Clothing,West,4,496.47,297.88,198.59,Enterprise,0.0
2024-02-22,Running Shoes,Sports,Central,3,227.1,194.66,32.44,Business,0.3
2024-02-22,Dress,Clothing,East,2,180.21,108.13,72.08,Business,0.0
2024-02-22,Cookbook,Books,East,5,41.18,30.88,10.29,Consumer,0.2
2024-02-22,Jacket,Clothing,South,3,442.79,265.67,177.12,Enterprise,0.0
2024-02-22,Yoga Mat,Sports,North,4,643.58,386.15,257.43,Consumer,0.0
2024-02-22,Non-Fiction,Books,Central,2,45.42,38.93,6.49,Consumer,0.3
2024-02-22,Fiction,Books,South,6,111.47,66.88,44.59,Business,0.0
2024-02-22,Fiction,Books,North,1,39.37,23.62,15.75,Business,0.0
2024-02-22,Coffee Table,Home & Garden,South,1,341.22,204.73,136.49,Consumer,0.0
2024-02-22,Running Shoes,Sports,Central,5,1181.75,709.05,472.7,Enterprise,0.0
2024-02-22,Self-Help,Books,West,1,14.1,8.46,5.64,Business,0.0
2024-02-22,Dress,Clothing,Central,2,148.52,89.11,59.41,Business,0.0
2024-02-22,Lamp,Home & Garden,East,3,617.69,370.62,247.08,Enterprise,0.0
2024-02-23,Shoes,Clothing,South,3,82.82,49.69,33.13,Business,0.0
2024-02-23,Shoes,Clothing,East,4,579.04,347.43,231.62,Business,0.0
2024-02-23,T-Shirt,Clothing,North,4,501.33,300.8,200.53,Consumer,0.0
2024-02-23,Tablet,Electronics,South,1,574.93,344.96,229.97,Business,0.0
2024-02-23,Cushion,Home & Garden,Central,2,240.65,144.39,96.26,Enterprise,0.0
2024-02-23,Lamp,Home & Garden,North,4,926.93,556.16,370.77,Business,0.0
2024-02-23,Cookbook,Books,South,1,27.0,16.2,10.8,Business,0.0
2024-02-23,Coffee Table,Home & Garden,East,1,336.4,252.3,84.1,Enterprise,0.2
2024-02-23,Non-Fiction,Books,West,2,90.02,54.01,36.01,Business,0.0
2024-02-23,Lamp,Home & Garden,West,3,641.85,385.11,256.74,Business,0.0
2024-02-23,Tablet,Electronics,North,0,0.0,0.0,0.0,Consumer,0.1
2024-02-23,Basketball,Sports,West,2,457.63,274.58,183.05,Enterprise,0.0
2024-02-23,Sofa,Home & Garden,South,2,469.91,281.94,187.96,Enterprise,0.0
2024-02-23,Coffee Table,Home & Garden,West,1,66.25,39.75,26.5,Business,0.0
2024-02-23,Coffee Table,Home & Garden,Central,3,1039.18,623.51,415.67,Enterprise,0.0
2024-02-23,Smartwatch,Electronics,South,1,1078.46,647.08,431.39,Enterprise,0.0
2024-02-23,Running Shoes,Sports,West,1,121.96,73.18,48.79,Business,0.0
2024-02-23,Smartwatch,Electronics,Central,2,720.17,432.1,288.07,Consumer,0.0
2024-02-23,Smartphone,Electronics,West,2,1097.06,658.23,438.82,Consumer,0.0
2024-02-23,Lamp,Home & Garden,East,4,693.3,594.26,99.04,Consumer,0.3
2024-02-23,Dumbbells,Sports,East,1,226.67,136.0,90.67,Enterprise,0.0
2024-02-23,Cookbook,Books,North,3,86.89,52.13,34.76,Business,0.0
2024-02-23,Sofa,Home & Garden,North,2,255.27,191.45,63.82,Enterprise,0.2
2024-02-23,Jeans,Clothing,East,1,126.22,75.73,50.49,Enterprise,0.0
2024-02-23,Jeans,Clothing,Central,4,261.41,156.85,104.57,Consumer,0.0
2024-02-23,Fiction,Books,South,4,121.3,72.78,48.52,Consumer,0.0
2024-02-23,T-Shirt,Clothing,Central,0,0.0,0.0,0.0,Business,0.0
2024-02-23,T-Shirt,Clothing,North,2,290.31,174.19,116.12,Consumer,0.0
2024-02-23,Tennis Racket,Sports,East,3,514.11,385.58,128.53,Business,0.2
2024-02-23,Yoga Mat,Sports,West,5,418.83,251.3,167.53,Enterprise,0.0
2024-02-23,Tablet,Electronics,South,2,2119.65,1271.79,847.86,Consumer,0.0
2024-02-23,Dress,Clothing,South,3,179.48,119.65,59.83,Enterprise,0.1
2024-02-23,Tablet,Electronics,South,3,3039.66,1823.8,1215.87,Business,0.0
2024-02-23,Dress,Clothing,West,2,194.2,129.47,64.73,Consumer,0.1
2024-02-23,Tennis Racket,Sports,East,2,174.37,116.24,58.12,Business,0.1
2024-02-23,Non-Fiction,Books,West,2,22.61,13.56,9.04,Enterprise,0.0
2024-02-23,Laptop,Electronics,North,2,1357.65,814.59,543.06,Enterprise,0.0
2024-02-24,T-Shirt,Clothing,South,7,702.53,421.52,281.01,Business,0.0
2024-02-24,Jeans,Clothing,North,4,521.61,347.74,173.87,Enterprise,0.1
2024-02-24,Cushion,Home & Garden,Central,1,428.74,257.25,171.5,Business,0.0
2024-02-24,Sofa,Home & Garden,East,0,0.0,0.0,0.0,Enterprise,0.1
2024-02-24,Headphones,Electronics,North,3,2045.8,1227.48,818.32,Consumer,0.0
2024-02-24,Sofa,Home & Garden,East,2,176.36,117.57,58.79,Business,0.1
2024-02-24,Cushion,Home & Garden,East,6,1309.77,982.33,327.44,Consumer,0.2
2024-02-24,Smartphone,Electronics,West,1,1172.15,703.29,468.86,Business,0.0
2024-02-24,Headphones,Electronics,West,3,2393.09,1435.85,957.24,Enterprise,0.0
2024-02-24,Fiction,Books,Central,2,69.36,59.45,9.91,Consumer,0.3
2024-02-24,Sofa,Home & Garden,North,5,1217.28,912.96,304.32,Enterprise,0.2
2024-02-24,Headphones,Electronics,East,3,1463.92,878.35,585.57,Consumer,0.0
2024-02-24,Smartphone,Electronics,Central,2,1467.95,1100.97,366.99,Enterprise,0.2
2024-02-24,Tablet,Electronics,East,1,254.22,190.67,63.56,Enterprise,0.2
2024-02-24,Lamp,Home & Garden,South,4,660.01,440.01,220.0,Business,0.1
2024-02-24,Self-Help,Books,East,1,28.94,17.36,11.57,Consumer,0.0
2024-02-24,Fiction,Books,West,2,74.42,44.65,29.77,Business,0.0
2024-02-24,Lamp,Home & Garden,West,4,1538.42,923.05,615.37,Enterprise,0.0
2024-02-24,Dress,Clothing,West,2,215.73,129.44,86.29,Enterprise,0.0
2024-02-24,Laptop,Electronics,South,2,2354.16,1412.5,941.66,Business,0.0
2024-02-24,Shoes,Clothing,North,7,1393.67,836.2,557.47,Enterprise,0.0
2024-02-24,Tablet,Electronics,North,3,2787.95,1672.77,1115.18,Enterprise,0.0
2024-02-24,Dumbbells,Sports,East,3,584.25,438.19,146.06,Enterprise,0.2
2024-02-24,Shoes,Clothing,North,3,118.29,70.98,47.32,Enterprise,0.0
2024-02-24,Fiction,Books,South,2,45.64,27.39,18.26,Consumer,0.0
2024-02-24,Lamp,Home & Garden,South,2,234.08,156.05,78.03,Business,0.1
2024-02-24,T-Shirt,Clothing,East,3,428.94,285.96,142.98,Enterprise,0.1
2024-02-24,Self-Help,Books,North,4,113.17,67.9,45.27,Business,0.0
2024-02-24,Coffee Table,Home & Garden,East,2,157.03,94.22,62.81,Consumer,0.0
2024-02-24,Cookbook,Books,East,2,15.98,13.7,2.28,Consumer,0.3
2024-02-24,Basketball,Sports,East,0,0.0,0.0,0.0,Business,0.3
2024-02-24,Headphones,Electronics,East,2,1697.48,1018.49,678.99,Consumer,0.0
2024-02-24,Non-Fiction,Books,North,4,117.34,70.4,46.94,Enterprise,0.0
2024-02-24,T-Shirt,Clothing,North,1,47.55,28.53,19.02,Business,0.0
2024-02-24,Tablet,Electronics,Central,3,1761.57,1056.94,704.63,Business,0.0
2024-02-24,Biography,Books,South,2,80.59,48.35,32.24,Enterprise,0.0
2024-02-24,Smartwatch,Electronics,South,2,665.63,443.75,221.88,Consumer,0.1
2024-02-24,Dumbbells,Sports,East,2,226.16,135.7,90.46,Business,0.0
2024-02-24,Plant Pot,Home & Garden,East,2,620.59,465.44,155.15,Consumer,0.2
2024-02-24,Non-Fiction,Books,East,2,78.56,47.13,31.42,Consumer,0.0
2024-02-25,Laptop,Electronics,East,3,2129.05,1824.9,304.15,Consumer,0.3
2024-02-25,Fiction,Books,South,2,72.12,48.08,24.04,Consumer,0.1
2024-02-25,Self-Help,Books,West,0,0.0,0.0,0.0,Business,0.0
2024-02-25,Jeans,Clothing,Central,2,227.16,136.3,90.86,Business,0.0
2024-02-25,Laptop,Electronics,South,2,1236.17,1059.58,176.6,Business,0.3
2024-02-25,Cookbook,Books,Central,4,104.13,62.48,41.65,Business,0.0
2024-02-25,Lamp,Home & Garden,East,2,152.6,114.45,38.15,Enterprise,0.2
2024-02-25,Plant Pot,Home & Garden,North,3,1347.28,808.37,538.91,Business,0.0
2024-02-25,Smartphone,Electronics,West,3,902.49,773.56,128.93,Consumer,0.3
2024-02-25,Jeans,Clothing,West,1,187.77,112.66,75.11,Consumer,0.0
2024-02-25,Tablet,Electronics,West,1,856.86,514.11,342.74,Enterprise,0.0
2024-02-25,Cushion,Home & Garden,West,0,0.0,0.0,0.0,Business,0.0
2024-02-25,Smartphone,Electronics,South,2,1372.36,823.41,548.94,Consumer,0.0
2024-02-25,T-Shirt,Clothing,Central,5,589.39,353.63,235.75,Business,0.0
2024-02-25,Cookbook,Books,Central,3,64.69,48.52,16.17,Enterprise,0.2
2024-02-25,Jacket,Clothing,North,2,53.15,45.56,7.59,Consumer,0.3
2024-02-25,Smartwatch,Electronics,South,2,1823.5,1215.67,607.83,Enterprise,0.1
2024-02-25,Smartwatch,Electronics,North,2,1924.09,1154.46,769.64,Consumer,0.0
2024-02-25,Basketball,Sports,North,8,588.49,353.09,235.39,Business,0.0
2024-02-25,Sofa,Home & Garden,West,1,324.18,194.51,129.67,Enterprise,0.0
2024-02-25,Laptop,Electronics,North,15,13167.71,7900.63,5267.09,Enterprise,0.0
2024-02-25,Jeans,Clothing,North,2,249.5,149.7,99.8,Enterprise,0.0
2024-02-25,T-Shirt,Clothing,South,2,315.59,236.69,78.9,Business,0.2
2024-02-25,Shoes,Clothing,East,2,158.92,95.35,63.57,Enterprise,0.0
2024-02-25,Cookbook,Books,Central,4,93.89,70.42,23.47,Consumer,0.2
2024-02-25,Dress,Clothing,South,5,926.57,555.94,370.63,Enterprise,0.0
2024-02-25,Non-Fiction,Books,East,3,149.39,89.64,59.76,Business,0.0
2024-02-25,Smartphone,Electronics,Central,4,1354.73,1016.05,338.68,Enterprise,0.2
2024-02-25,Dumbbells,Sports,South,8,1673.42,1255.07,418.36,Consumer,0.2
2024-02-25,Laptop,Electronics,North,4,3087.15,1852.29,1234.86,Business,0.0
2024-02-25,Smartphone,Electronics,South,1,1185.62,711.37,474.25,Business,0.0
2024-02-25,Running Shoes,Sports,Central,2,256.55,153.93,102.62,Enterprise,0.0
2024-02-25,Jeans,Clothing,West,2,157.36,94.42,62.95,Business,0.0
2024-02-25,Sofa,Home & Garden,North,4,910.61,546.36,364.24,Consumer,0.0
2024-02-25,Non-Fiction,Books,West,2,24.06,14.44,9.62,Consumer,0.0
2024-02-25,Cookbook,Books,West,1,10.5,6.3,4.2,Enterprise,0.0
2024-02-25,Non-Fiction,Books,East,3,78.33,47.0,31.33,Enterprise,0.0
2024-02-26,Self-Help,Books,West,2,37.59,22.56,15.04,Consumer,0.0
2024-02-26,T-Shirt,Clothing,East,3,304.98,182.99,121.99,Enterprise,0.0
2024-02-26,Tablet,Electronics,West,2,1224.83,734.9,489.93,Enterprise,0.0
2024-02-26,Non-Fiction,Books,West,1,35.33,23.55,11.78,Business,0.1
2024-02-26,Self-Help,Books,East,2,72.17,48.11,24.06,Enterprise,0.1
2024-02-26,Self-Help,Books,South,1,36.27,24.18,12.09,Enterprise,0.1
2024-02-26,Cookbook,Books,Central,4,48.93,29.36,19.57,Consumer,0.0
2024-02-26,Smartwatch,Electronics,Central,4,1222.67,733.6,489.07,Enterprise,0.0
2024-02-26,Sofa,Home & Garden,South,2,936.94,562.17,374.78,Consumer,0.0
2024-02-26,T-Shirt,Clothing,East,4,219.43,131.66,87.77,Business,0.0
2024-02-26,Smartphone,Electronics,North,2,1285.88,771.53,514.35,Enterprise,0.0
2024-02-26,Tennis Racket,Sports,West,2,134.97,80.98,53.99,Business,0.0
2024-02-26,Shoes,Clothing,North,1,64.58,48.44,16.15,Consumer,0.2
2024-02-26,Shoes,Clothing,West,3,375.9,281.93,93.98,Enterprise,0.2
2024-02-26,Tablet,Electronics,West,5,4281.76,2569.06,1712.7,Business,0.0
2024-02-26,Fiction,Books,North,2,21.97,13.18,8.79,Enterprise,0.0
2024-02-26,Headphones,Electronics,South,1,593.29,355.97,237.31,Consumer,0.0
2024-02-26,Cookbook,Books,South,4,96.36,72.27,24.09,Consumer,0.2
2024-02-26,Self-Help,Books,East,4,140.5,84.3,56.2,Consumer,0.0
2024-02-26,Coffee Table,Home & Garden,South,2,147.39,88.44,58.96,Business,0.0
2024-02-26,Shoes,Clothing,Central,2,237.53,142.52,95.01,Enterprise,0.0
2024-02-26,Plant Pot,Home & Garden,East,3,429.66,257.79,171.86,Consumer,0.0
2024-02-26,Coffee Table,Home & Garden,West,3,754.89,452.93,301.95,Enterprise,0.0
2024-02-26,Dumbbells,Sports,North,3,132.14,79.28,52.86,Enterprise,0.0
2024-02-26,Tennis Racket,Sports,Central,1,238.55,143.13,95.42,Business,0.0
2024-02-26,Dress,Clothing,West,1,106.82,64.09,42.73,Consumer,0.0
2024-02-26,Smartphone,Electronics,South,1,619.88,531.32,88.55,Business,0.3
2024-02-26,Laptop,Electronics,West,7,3944.78,3381.24,563.54,Business,0.3
2024-02-26,Sofa,Home & Garden,North,3,1324.18,794.51,529.67,Consumer,0.0
2024-02-26,Self-Help,Books,North,0,0.0,0.0,0.0,Enterprise,0.0
2024-02-26,Jacket,Clothing,Central,2,269.59,161.75,107.83,Enterprise,0.0
2024-02-26,Lamp,Home & Garden,South,3,1177.35,883.02,294.34,Business,0.2
2024-02-26,Non-Fiction,Books,North,3,42.96,25.77,17.18,Consumer,0.0
2024-02-26,Shoes,Clothing,Central,2,124.27,82.85,41.42,Business,0.1
2024-02-26,Running Shoes,Sports,East,1,197.05,131.37,65.68,Business,0.1
2024-02-26,Tablet,Electronics,North,1,679.19,509.39,169.8,Enterprise,0.2
2024-02-26,Lamp,Home & Garden,North,2,623.65,374.19,249.46,Business,0.0
2024-02-27,Non-Fiction,Books,West,3,94.29,56.57,37.72,Business,0.0
2024-02-27,Basketball,Sports,West,1,50.34,30.21,20.14,Enterprise,0.0
2024-02-27,Cookbook,Books,East,3,148.59,89.15,59.43,Consumer,0.0
2024-02-27,Dress,Clothing,South,3,261.27,156.76,104.51,Business,0.0
2024-02-27,Jeans,Clothing,North,3,374.83,224.9,149.93,Business,0.0
2024-02-27,Cushion,Home & Garden,North,1,451.4,270.84,180.56,Business,0.0
2024-02-27,Cushion,Home & Garden,North,1,292.86,175.72,117.14,Business,0.0
2024-02-27,Biography,Books,East,3,98.57,73.92,24.64,Consumer,0.2
2024-02-27,Headphones,Electronics,East,1,865.81,519.49,346.32,Enterprise,0.0
2024-02-27,Lamp,Home & Garden,South,1,358.89,215.33,143.55,Consumer,0.0
2024-02-27,Shoes,Clothing,West,2,44.33,29.55,14.78,Business,0.1
2024-02-27,Sofa,Home & Garden,North,0,0.0,0.0,0.0,Enterprise,0.1
2024-02-27,Running Shoes,Sports,East,2,300.94,180.56,120.38,Business,0.0
2024-02-27,Dress,Clothing,Central,2,132.97,79.78,53.19,Enterprise,0.0
2024-02-27,Non-Fiction,Books,East,4,134.04,80.43,53.62,Consumer,0.0
2024-02-27,Dress,Clothing,South,1,113.57,85.18,28.39,Consumer,0.2
2024-02-27,Jeans,Clothing,North,3,124.86,83.24,41.62,Enterprise,0.1
2024-02-27,Tablet,Electronics,Central,1,672.62,403.57,269.05,Business,0.0
2024-02-27,Plant Pot,Home & Garden,South,3,305.94,183.56,122.37,Business,0.0
2024-02-27,Dumbbells,Sports,West,2,261.98,157.19,104.79,Consumer,0.0
2024-02-27,Smartphone,Electronics,Central,1,325.63,279.11,46.52,Business,0.3
2024-02-27,Dumbbells,Sports,North,4,174.69,116.46,58.23,Business,0.1
2024-02-27,Dress,Clothing,East,1,75.85,50.57,25.28,Business,0.1
2024-02-27,Yoga Mat,Sports,Central,1,82.1,49.26,32.84,Business,0.0
2024-02-27,Coffee Table,Home & Garden,East,1,402.29,241.38,160.92,Enterprise,0.0
2024-02-27,Dress,Clothing,West,3,157.04,94.22,62.82,Consumer,0.0
2024-02-27,Coffee Table,Home & Garden,North,5,1315.63,1127.69,187.95,Consumer,0.3
2024-02-27,Shoes,Clothing,South,3,318.05,190.83,127.22,Business,0.0
2024-02-27,Lamp,Home & Garden,Central,1,71.68,53.76,17.92,Enterprise,0.2
2024-02-27,Plant Pot,Home & Garden,South,1,328.84,197.31,131.54,Consumer,0.0
2024-02-27,Shoes,Clothing,South,2,200.0,133.33,66.67,Enterprise,0.1
2024-02-27,Cookbook,Books,West,2,73.3,43.98,29.32,Business,0.0
2024-02-27,Tablet,Electronics,North,3,2059.99,1235.99,824.0,Consumer,0.0
2024-02-27,Yoga Mat,Sports,Central,1,201.33,120.8,80.53,Enterprise,0.0
2024-02-27,T-Shirt,Clothing,West,2,111.61,66.96,44.64,Enterprise,0.0
2024-02-27,Jacket,Clothing,East,4,68.43,51.32,17.11,Consumer,0.2
2024-02-27,Sofa,Home & Garden,North,2,308.88,231.66,77.22,Enterprise,0.2
2024-02-28,Running Shoes,Sports,North,2,94.02,56.41,37.61,Consumer,0.0
2024-02-28,Fiction,Books,East,2,64.73,38.84,25.89,Business,0.0
2024-02-28,Laptop,Electronics,North,4,4255.94,2553.57,1702.38,Enterprise,0.0
2024-02-28,Basketball,Sports,South,2,383.03,229.82,153.21,Consumer,0.0
2024-02-28,Yoga Mat,Sports,Central,4,883.26,529.96,353.31,Business,0.0
2024-02-28,Basketball,Sports,North,1,273.34,164.0,109.34,Business,0.0
2024-02-28,Basketball,Sports,West,2,336.71,252.54,84.18,Consumer,0.2
2024-02-28,Running Shoes,Sports,West,1,234.95,140.97,93.98,Business,0.0
2024-02-28,Jacket,Clothing,South,1,38.68,23.21,15.47,Business,0.0
2024-02-28,T-Shirt,Clothing,West,3,335.35,251.51,83.84,Business,0.2
2024-02-28,Coffee Table,Home & Garden,South,2,297.23,178.34,118.89,Business,0.0
2024-02-28,Coffee Table,Home & Garden,East,0,0.0,0.0,0.0,Business,0.0
2024-02-28,Jacket,Clothing,West,1,33.74,20.25,13.5,Enterprise,0.0
2024-02-28,Self-Help,Books,North,4,49.75,42.64,7.11,Consumer,0.3
2024-02-28,Laptop,Electronics,Central,1,552.85,331.71,221.14,Consumer,0.0
2024-02-28,Plant Pot,Home & Garden,Central,2,544.72,326.83,217.89,Consumer,0.0
2024-02-28,Yoga Mat,Sports,Central,2,543.12,325.87,217.25,Business,0.0
2024-02-28,Non-Fiction,Books,Central,3,133.64,80.19,53.46,Enterprise,0.0
2024-02-28,Headphones,Electronics,West,2,1354.34,812.6,541.74,Enterprise,0.0
2024-02-28,Jacket,Clothing,Central,3,439.59,329.69,109.9,Consumer,0.2
2024-02-28,Coffee Table,Home & Garden,South,7,1863.89,1118.33,745.55,Business,0.0
2024-02-28,Smartwatch,Electronics,East,1,600.88,360.53,240.35,Enterprise,0.0
2024-02-28,T-Shirt,Clothing,North,4,209.42,125.65,83.77,Enterprise,0.0
2024-02-28,Cushion,Home & Garden,East,2,171.7,103.02,68.68,Consumer,0.0
2024-02-28,Biography,Books,South,2,35.54,26.65,8.88,Enterprise,0.2
2024-02-28,Cushion,Home & Garden,West,2,882.4,529.44,352.96,Enterprise,0.0
2024-02-28,Smartwatch,Electronics,South,4,2630.96,1578.57,1052.38,Enterprise,0.0
2024-02-28,T-Shirt,Clothing,West,1,166.74,100.04,66.7,Enterprise,0.0
2024-02-28,Dumbbells,Sports,South,3,124.54,93.4,31.13,Business,0.2
2024-02-28,Tennis Racket,Sports,East,1,145.15,87.09,58.06,Consumer,0.0
2024-02-28,Coffee Table,Home & Garden,Central,3,752.82,451.69,301.13,Enterprise,0.0
2024-02-28,Headphones,Electronics,Central,1,757.75,454.65,303.1,Enterprise,0.0
2024-02-28,Shoes,Clothing,Central,4,462.71,277.62,185.08,Business,0.0
2024-02-28,Headphones,Electronics,North,2,2394.86,1436.92,957.94,Consumer,0.0
2024-02-28,Running Shoes,Sports,East,4,931.04,698.28,232.76,Enterprise,0.2
2024-02-28,Cookbook,Books,Central,1,44.64,26.78,17.86,Enterprise,0.0
2024-02-28,Headphones,Electronics,East,4,1530.38,1147.78,382.59,Enterprise,0.2
2024-02-28,Tablet,Electronics,South,5,2158.41,1295.05,863.36,Enterprise,0.0
2024-02-28,Running Shoes,Sports,North,2,251.08,150.65,100.43,Consumer,0.0
2024-02-28,Cookbook,Books,East,6,104.06,69.37,34.69,Consumer,0.1
2024-02-28,Laptop,Electronics,East,5,3853.19,2889.89,963.3,Business,0.2
2024-02-28,Jeans,Clothing,West,1,147.32,98.21,49.11,Business,0.1
2024-02-29,Laptop,Electronics,South,1,658.25,438.83,219.42,Consumer,0.1
2024-02-29,Jeans,Clothing,South,1,61.61,36.96,24.64,Consumer,0.0
2024-02-29,Tablet,Electronics,Central,2,1253.69,752.21,501.47,Consumer,0.0
2024-02-29,T-Shirt,Clothing,South,2,344.08,206.45,137.63,Consumer,0.0
2024-02-29,Smartwatch,Electronics,Central,1,924.86,693.64,231.21,Enterprise,0.2
2024-02-29,Headphones,Electronics,South,2,1347.09,898.06,449.03,Business,0.1
2024-02-29,Laptop,Electronics,East,2,1254.86,941.14,313.71,Enterprise,0.2
2024-02-29,Jeans,Clothing,Central,4,114.86,68.92,45.94,Business,0.0
2024-02-29,Fiction,Books,West,2,34.68,26.01,8.67,Consumer,0.2
2024-02-29,Sofa,Home & Garden,East,2,100.4,60.24,40.16,Enterprise,0.0
2024-02-29,Cookbook,Books,West,1,23.12,15.41,7.71,Consumer,0.1
2024-02-29,Tennis Racket,Sports,South,2,341.04,255.78,85.26,Business,0.2
2024-02-29,Headphones,Electronics,East,1,599.26,359.55,239.7,Consumer,0.0
2024-02-29,Sofa,Home & Garden,North,1,114.0,68.4,45.6,Enterprise,0.0
2024-02-29,Fiction,Books,East,2,92.23,55.34,36.89,Business,0.0
2024-02-29,Laptop,Electronics,North,4,4161.93,2497.16,1664.77,Business,0.0
2024-02-29,T-Shirt,Clothing,East,4,443.07,379.77,63.3,Enterprise,0.3
2024-02-29,Basketball,Sports,East,5,229.96,137.98,91.98,Enterprise,0.0
2024-02-29,Headphones,Electronics,East,2,552.87,368.58,184.29,Business,0.1
2024-02-29,Shoes,Clothing,West,1,195.98,117.59,78.39,Business,0.0
2024-02-29,Cushion,Home & Garden,Central,1,120.01,80.01,40.0,Enterprise,0.1
2024-02-29,Sofa,Home & Garden,Central,3,942.91,707.18,235.73,Enterprise,0.2
2024-02-29,Yoga Mat,Sports,West,4,292.78,175.67,117.11,Enterprise,0.0
2024-02-29,Jeans,Clothing,West,0,0.0,0.0,0.0,Enterprise,0.0
2024-02-29,Headphones,Electronics,Central,6,5585.82,3723.88,1861.94,Business,0.1
2024-02-29,Self-Help,Books,North,1,42.35,25.41,16.94,Business,0.0
2024-02-29,Lamp,Home & Garden,East,1,270.22,162.13,108.09,Consumer,0.0
2024-03-01,Biography,Books,North,3,59.28,35.57,23.71,Enterprise,0.0
2024-03-01,Running Shoes,Sports,North,1,233.64,140.19,93.46,Consumer,0.0
2024-03-01,Running Shoes,Sports,North,1,127.44,109.24,18.21,Consumer,0.3
2024-03-01,Dress,Clothing,East,14,1046.26,627.75,418.5,Business,0.0
2024-03-01,Plant Pot,Home & Garden,North,1,272.1,163.26,108.84,Business,0.0
2024-03-01,Biography,Books,Central,1,43.88,26.33,17.55,Enterprise,0.0
2024-03-01,Yoga Mat,Sports,West,3,449.92,299.95,149.97,Consumer,0.1
2024-03-01,Sofa,Home & Garden,West,3,202.4,151.8,50.6,Consumer,0.2
2024-03-01,Dumbbells,Sports,West,3,726.12,435.67,290.45,Enterprise,0.0
2024-03-01,Coffee Table,Home & Garden,North,2,646.56,387.94,258.63,Business,0.0
2024-03-01,Fiction,Books,South,2,52.35,34.9,17.45,Business,0.1
2024-03-01,Lamp,Home & Garden,North,1,168.47,126.35,42.12,Business,0.2
2024-03-01,Shoes,Clothing,West,2,378.95,227.37,151.58,Enterprise,0.0
2024-03-01,Smartwatch,Electronics,North,2,2272.83,1363.7,909.13,Business,0.0
2024-03-01,Cookbook,Books,North,1,33.99,20.4,13.6,Enterprise,0.0
